StartTime,EndTime,FilteredVolume,FilteredDuration,FilteredFlowRate,OriginalVolume,OriginalDuration,OriginalFlowRate,RMS,Number_of_peaks,Peak_Value,Mode_Value,Label
7/23/20 17:20:43,7/23/20 17:21:15,0.332952,0.533333333,0.624285,0.457809,0.533333333,0.858391875,0.041619,0,0.041619,0.041619,faucet
7/23/20 17:21:39,7/23/20 17:21:51,0.124857,0.2,0.624285,0.208095,0.2,1.040475,0.041619,0,0.041619,0.041619,faucet
7/23/20 17:22:3,7/23/20 17:22:27,0.249714,0.4,0.624285,0.332952,0.4,0.83238,0.041619,0,0.041619,0.041619,faucet
7/23/20 17:23:43,7/23/20 17:24:39,1.747998,0.933333333,1.872855,2.247426,0.933333333,2.407956429,0.132547578,4,0.166476,0.166476,toilet
7/23/20 17:30:7,7/23/20 17:31:23,2.954949,1.266666667,2.332854474,3.579234,1.266666667,2.825711053,0.16287759,4,0.208095,0.166476,toilet
7/23/20 17:32:47,7/23/20 17:34:15,3.038187,1.466666667,2.071491136,3.704091,1.466666667,2.525516591,0.144445241,3,0.166476,0.166476,toilet
7/23/20 17:34:31,7/23/20 17:35:27,1.872855,0.933333333,2.006630357,2.164188,0.933333333,2.318772857,0.139372615,3,0.166476,0.166476,toilet
7/23/20 18:40:31,7/23/20 18:40:51,0.249714,0.333333333,0.749142,0.332952,0.333333333,0.998856,0.052644334,0,0.083238,0.041619,faucet
7/23/20 18:46:35,7/23/20 18:47:31,0.624285,0.933333333,0.668876786,0.915618,0.933333333,0.981019286,0.045861904,0,0.083238,0.041619,faucet
7/23/20 19:29:19,7/23/20 19:30:35,2.830092,1.266666667,2.234283158,3.579234,1.266666667,2.825711053,0.154548746,1,0.166476,0.166476,toilet
7/23/20 19:31:43,7/23/20 19:32:15,0.374571,0.533333333,0.702320625,0.541047,0.533333333,1.014463125,0.048802603,0,0.083238,0.041619,faucet
7/23/20 19:34:23,7/23/20 19:34:35,0.124857,0.2,0.624285,0.124857,0.2,0.624285,0.041619,0,0.041619,0.041619,faucet
7/23/20 20:08:55,7/23/20 20:10:7,3.371139,1.2,2.8092825,3.74571,1.2,3.121425,0.191979464,3,0.249714,0.166476,toilet
7/23/20 20:38:39,7/23/20 20:39:51,2.788473,1.2,2.3237275,3.537615,1.2,2.9480125,0.157872058,1,0.166476,0.166476,toilet
7/23/20 21:17:31,7/23/20 21:17:47,0.166476,0.266666667,0.624285,0.208095,0.266666667,0.78035625,0.041619,0,0.041619,0.041619,faucet
7/23/20 21:55:59,7/23/20 21:57:15,3.32952,1.266666667,2.628568421,3.704091,1.266666667,2.924282368,0.181664106,2,0.208095,0.208095,toilet
7/23/20 21:57:55,7/23/20 21:58:7,0.124857,0.2,0.624285,0.124857,0.2,0.624285,0.041619,0,0.041619,0.041619,faucet
7/23/20 21:58:31,7/23/20 21:58:51,0.249714,0.333333333,0.749142,0.249714,0.333333333,0.749142,0.052644334,0,0.083238,0.041619,faucet
7/23/20 22:16:11,7/23/20 22:17:19,1.914474,1.133333333,1.689241765,2.289045,1.133333333,2.019745588,0.122799907,4,0.166476,0.166476,toilet
7/23/20 22:18:59,7/23/20 22:20:11,2.871711,1.2,2.3930925,3.454377,1.2,2.8786475,0.160890918,1,0.166476,0.166476,toilet
7/23/20 22:48:11,7/23/20 22:49:11,1.956093,1,1.956093,2.164188,1,2.164188,0.138034607,3,0.166476,0.166476,toilet
7/24/20 0:15:43,7/24/20 0:16:43,1.831236,1,1.831236,2.205807,1,2.205807,0.131610834,3,0.166476,0.166476,toilet
7/24/20 3:44:31,7/24/20 4:43:55,37.124148,59.46666667,0.624285,66.798495,59.46666667,0.624285,0.051238636,12,0.041619,0.041619,irrigation
7/24/20 3:44:31,7/24/20 3:45:15,1.66476,0.8,2.08095,2.205807,0.8,2.75725875,0.051238636,6,0.541047,0.541047,hose
7/24/20 3:52:11,7/24/20 3:53:11,0.665904,1.066666667,0.624285,0.915618,1.066666667,0.624285,0.051238636,6,0.041619,0.041619,faucet
7/24/20 3:54:35,7/24/20 3:54:55,0.249714,0.4,0.624285,0.291333,0.4,0.624285,0.051238636,6,0.041619,0.041619,faucet
7/24/20 4:59:23,7/24/20 7:20:35,2979.08802,141.2,21.09835708,3036.022812,141.2,21.50157799,1.474581297,48,2.330664,1.498284,irrigation
7/24/20 7:33:43,7/24/20 7:34:35,1.747998,0.866666667,2.016920769,2.122569,0.866666667,2.449118077,0.139475007,3,0.166476,0.166476,toilet
7/24/20 8:04:35,7/24/20 8:05:51,2.830092,1.266666667,2.234283158,3.454377,1.266666667,2.727139737,0.153364447,1,0.166476,0.166476,toilet
7/24/20 8:11:3,7/24/20 8:16:39,7.116849,5.6,1.270865893,9.405894,5.6,1.679623929,0.085559093,2,0.124857,0.083238,shower
7/24/20 8:27:43,7/24/20 8:28:19,0.41619,0.6,0.69365,0.499428,0.6,0.83238,0.048057482,0,0.083238,0.041619,faucet
7/24/20 8:33:55,7/24/20 8:34:7,0.124857,0.2,0.624285,0.166476,0.2,0.83238,0.041619,0,0.041619,0.041619,faucet
7/24/20 9:09:39,7/24/20 9:14:23,11.861415,4.733333333,2.505932746,13.859127,4.733333333,2.927984577,0.168297853,2,0.208095,0.166476,clothwasher
7/24/20 9:17:27,7/24/20 9:36:15,35.251293,18.86666667,1.868443092,36.375006,18.86666667,1.870649046,0.143789855,21,0.124857,0.124857,shower
7/24/20 9:17:39,7/24/20 9:18:23,1.123713,0.8,1.40464125,1.24857,0.8,1.50868875,0.143789855,15,0.124857,0.124857,toilet
7/24/20 9:17:51,7/24/20 9:18:7,0.208095,0.333333333,0.624285,0.41619,0.333333333,1.24857,0.143789855,15,0.041619,0.041619,faucet
7/24/20 9:22:27,7/24/20 9:23:3,1.040475,0.666666667,1.5607125,1.24857,0.666666667,1.5607125,0.143789855,15,0.124857,0.124857,toilet
7/24/20 9:22:47,7/24/20 9:22:55,0.124857,0.2,0.624285,0.166476,0.2,0.83238,0.143789855,15,0.041619,0.041619,faucet
7/24/20 9:26:3,7/24/20 9:26:27,0.707523,0.466666667,1.516120714,0.749142,0.466666667,1.426937143,0.143789855,15,0.124857,0.124857,toilet
7/24/20 9:26:15,7/24/20 9:26:19,0.083238,0.133333333,0.624285,0.124857,0.133333333,0.9364275,0.143789855,15,0.041619,0.041619,faucet
7/24/20 9:27:23,7/24/20 9:27:35,0.374571,0.266666667,1.40464125,0.457809,0.266666667,1.40464125,0.143789855,15,0.124857,0.124857,toilet
7/24/20 9:30:27,7/24/20 9:30:43,0.208095,0.333333333,0.624285,0.332952,0.333333333,0.624285,0.143789855,15,0.041619,0.041619,faucet
7/24/20 10:42:39,7/24/20 10:43:3,0.249714,0.4,0.624285,0.374571,0.4,0.9364275,0.041619,0,0.041619,0.041619,faucet
7/24/20 11:43:55,7/24/20 11:48:19,10.987416,4.4,2.49714,12.985128,4.4,2.951165455,0.167575901,2,0.208095,0.166476,clothwasher
7/24/20 11:56:23,7/24/20 11:56:55,1.123713,0.533333333,2.106961875,1.415046,0.533333333,2.65321125,0.14640781,1,0.166476,0.166476,toilet
7/24/20 11:59:43,7/24/20 12:00:39,2.788473,0.933333333,2.987649643,3.038187,0.933333333,3.255200357,0.216544535,2,0.332952,0.166476,hose
7/24/20 12:01:15,7/24/20 12:01:31,0.332952,0.266666667,1.24857,0.457809,0.266666667,1.71678375,0.088287231,0,0.124857,0.083238,faucet
7/24/20 12:39:39,7/24/20 12:40:35,1.914474,0.933333333,2.051222143,2.164188,0.933333333,2.318772857,0.142445767,2,0.166476,0.166476,toilet
7/24/20 12:48:43,7/24/20 12:49:19,0.374571,0.6,0.624285,0.541047,0.6,0.901745,0.041619,0,0.041619,0.041619,faucet
7/24/20 13:41:19,7/24/20 13:42:15,0.582666,0.933333333,0.624285,0.998856,0.933333333,1.070202857,0.041619,0,0.041619,0.041619,faucet
7/24/20 13:56:35,7/24/20 14:12:35,68.588112,16,4.286757,73.415916,16,4.58849475,0.286562254,4,0.332952,0.291333,hose
7/24/20 14:20:31,7/24/20 14:21:27,1.831236,0.933333333,1.962038571,2.164188,0.933333333,2.318772857,0.136230156,3,0.166476,0.166476,toilet
7/24/20 14:38:55,7/24/20 14:39:23,0.291333,0.466666667,0.624285,0.499428,0.466666667,1.070202857,0.041619,0,0.041619,0.041619,faucet
7/24/20 14:48:19,7/24/20 14:52:31,5.202375,4.2,1.238660714,7.200087,4.2,1.714306429,0.082741052,0,0.083238,0.083238,shower
7/24/20 15:00:3,7/24/20 15:04:23,10.904178,4.4,2.478222273,12.527319,4.4,2.506598864,0.172666799,19,0.166476,0.166476,clothwasher
7/24/20 15:00:3,7/24/20 15:00:15,0.208095,0.266666667,0.78035625,0.374571,0.266666667,1.24857,0.172666799,4,0.083238,0.083238,faucet
7/24/20 15:01:31,7/24/20 15:01:47,0.208095,0.333333333,0.624285,0.249714,0.333333333,0.624285,0.172666799,4,0.041619,0.041619,faucet
7/24/20 15:05:31,7/24/20 15:06:47,3.163044,1.266666667,2.49714,3.579234,1.266666667,2.825711053,0.172922602,2,0.208095,0.208095,toilet
7/24/20 15:12:23,7/24/20 15:13:3,1.165332,0.666666667,1.747998,1.456665,0.666666667,2.1849975,0.126236677,3,0.166476,0.166476,toilet
7/24/20 15:15:59,7/24/20 15:16:27,0.790761,0.466666667,1.694487857,0.957237,0.466666667,2.051222143,0.124857,2,0.166476,0.166476,toilet
7/24/20 15:17:19,7/24/20 15:17:35,0.291333,0.266666667,1.09249875,0.457809,0.266666667,1.71678375,0.080594847,1,0.124857,0.041619,faucet
7/24/20 15:32:31,7/24/20 15:39:51,21.683499,7.4,2.930202568,23.847687,7.4,3.070807297,0.260150618,13,0.208095,0.208095,hose
7/24/20 15:34:11,7/24/20 15:35:55,4.286757,1.8,2.381531667,4.619709,1.8,2.520261667,0.260150618,9,0.41619,0.41619,toilet
7/24/20 15:34:27,7/24/20 15:34:31,0.083238,0.133333333,0.624285,0.166476,0.133333333,0.624285,0.260150618,9,0.041619,0.041619,faucet
7/24/20 15:38:47,7/24/20 15:39:43,0.624285,1,0.624285,0.998856,1,0.624285,0.260150618,9,0.041619,0.041619,faucet
7/24/20 15:49:19,7/24/20 15:50:15,1.956093,0.933333333,2.095813929,2.122569,0.933333333,2.274181071,0.145454003,1,0.166476,0.166476,toilet
7/24/20 16:12:15,7/24/20 16:13:27,3.163044,1.2,2.63587,3.495996,1.2,2.91333,0.18088179,3,0.208095,0.208095,toilet
7/24/20 16:14:19,7/24/20 16:15:35,3.32952,1.266666667,2.628568421,3.704091,1.266666667,2.924282368,0.183163422,1,0.208095,0.208095,toilet
7/24/20 16:23:51,7/24/20 16:25:3,2.788473,1.2,2.3237275,3.537615,1.2,2.9480125,0.157872058,1,0.166476,0.166476,toilet
7/24/20 16:25:19,7/24/20 16:25:51,0.374571,0.533333333,0.702320625,0.541047,0.533333333,1.014463125,0.048802603,0,0.083238,0.041619,faucet
7/24/20 16:26:27,7/24/20 16:26:55,0.332952,0.466666667,0.713468571,0.499428,0.466666667,1.070202857,0.049744219,0,0.083238,0.041619,faucet
7/24/20 17:05:23,7/24/20 17:11:19,11.153892,5.933333333,1.879869438,12.90189,5.933333333,2.174475843,0.126174993,1,0.208095,0.124857,shower
7/24/20 17:27:23,7/24/20 17:28:19,1.914474,0.933333333,2.051222143,2.08095,0.933333333,2.229589286,0.144172445,2,0.166476,0.166476,toilet
7/24/20 17:56:11,7/24/20 17:57:23,3.079806,1.2,2.566505,3.579234,1.2,2.982695,0.178201912,2,0.249714,0.208095,toilet
7/24/20 17:59:7,7/24/20 17:59:35,0.291333,0.466666667,0.624285,0.41619,0.466666667,0.891835714,0.041619,0,0.041619,0.041619,faucet
7/24/20 18:07:39,7/24/20 18:07:51,0.124857,0.2,0.624285,0.124857,0.2,0.624285,0.041619,0,0.041619,0.041619,faucet
7/24/20 18:37:23,7/24/20 18:45:35,23.223402,8.2,2.832122195,27.551778,8.2,3.359972927,0.190685296,2,0.208095,0.208095,hose
7/24/20 18:48:15,7/24/20 18:49:39,0.915618,1.4,0.654012857,1.498284,1.4,1.070202857,0.044492583,0,0.083238,0.041619,faucet
7/24/20 18:49:55,7/24/20 18:50:35,0.41619,0.666666667,0.624285,0.624285,0.666666667,0.9364275,0.041619,0,0.041619,0.041619,faucet
7/24/20 18:51:7,7/24/20 18:51:19,0.124857,0.2,0.624285,0.166476,0.2,0.83238,0.041619,0,0.041619,0.041619,faucet
7/24/20 19:25:47,7/24/20 19:27:51,1.290189,2.066666667,0.624285,1.831236,2.066666667,0.886081935,0.041619,0,0.041619,0.041619,faucet
7/24/20 19:29:11,7/24/20 19:29:27,0.166476,0.266666667,0.624285,0.166476,0.266666667,0.624285,0.041619,0,0.041619,0.041619,faucet
7/24/20 19:31:11,7/24/20 19:31:23,0.124857,0.2,0.624285,0.166476,0.2,0.83238,0.041619,0,0.041619,0.041619,faucet
7/24/20 19:39:55,7/24/20 19:40:51,1.872855,0.933333333,2.006630357,2.164188,0.933333333,2.318772857,0.141136896,2,0.166476,0.166476,toilet
7/24/20 20:26:7,7/24/20 20:27:7,1.747998,1,1.747998,2.164188,1,2.164188,0.12531858,4,0.166476,0.124857,toilet
7/24/20 20:42:43,7/24/20 20:44:3,2.91333,1.333333333,2.1849975,3.537615,1.333333333,2.65321125,0.151781018,2,0.166476,0.166476,toilet
7/24/20 20:48:47,7/24/20 20:50:19,3.079806,1.533333333,2.00856913,3.704091,1.533333333,2.415711522,0.142596743,2,0.166476,0.166476,toilet
7/24/20 20:56:55,7/24/20 20:57:31,0.374571,0.6,0.624285,0.582666,0.6,0.97111,0.041619,0,0.041619,0.041619,faucet
7/24/20 22:14:11,7/24/20 22:15:23,3.079806,1.2,2.566505,3.579234,1.2,2.982695,0.177118607,2,0.208095,0.208095,toilet
7/24/20 22:15:35,7/24/20 22:16:19,0.457809,0.733333333,0.624285,0.83238,0.733333333,1.135063636,0.041619,0,0.041619,0.041619,faucet
7/24/20 23:02:35,7/24/20 23:03:51,2.91333,1.266666667,2.299997368,3.579234,1.266666667,2.825711053,0.158048407,1,0.208095,0.166476,toilet
7/24/20 23:05:59,7/24/20 23:06:19,0.208095,0.333333333,0.624285,0.249714,0.333333333,0.749142,0.041619,0,0.041619,0.041619,faucet
7/24/20 23:43:15,7/24/20 23:44:31,2.954949,1.266666667,2.332854474,3.579234,1.266666667,2.825711053,0.160054541,2,0.208095,0.166476,toilet
7/25/20 0:15:51,7/25/20 0:16:51,1.872855,1,1.872855,2.164188,1,2.164188,0.133786367,3,0.166476,0.166476,toilet
7/25/20 3:44:31,7/25/20 4:43:59,38.788908,59.46666667,0.652279843,69.753444,59.46666667,1.172983924,0.050551862,2,0.582666,0.041619,irrigation
7/25/20 8:48:23,7/25/20 8:51:55,2.205807,3.533333333,0.624285,2.996568,3.533333333,0.848085283,0.041619,0,0.041619,0.041619,faucet
7/25/20 8:52:15,7/25/20 8:52:43,0.291333,0.466666667,0.624285,0.457809,0.466666667,0.981019286,0.041619,0,0.041619,0.041619,faucet
7/25/20 9:38:51,7/25/20 9:40:7,3.537615,1.266666667,2.792853947,3.953805,1.266666667,3.121425,0.193568975,2,0.249714,0.208095,toilet
7/25/20 9:49:35,7/25/20 9:49:47,0.124857,0.2,0.624285,0.166476,0.2,0.83238,0.041619,0,0.041619,0.041619,faucet
7/25/20 10:18:23,7/25/20 10:18:35,0.124857,0.2,0.624285,0.124857,0.2,0.624285,0.041619,0,0.041619,0.041619,faucet
7/25/20 10:30:23,7/25/20 10:31:35,3.371139,1.2,2.8092825,3.662472,1.2,3.05206,0.191477556,2,0.208095,0.208095,toilet
7/25/20 10:33:47,7/25/20 10:34:7,0.208095,0.333333333,0.624285,0.249714,0.333333333,0.749142,0.041619,0,0.041619,0.041619,faucet
7/25/20 10:36:55,7/25/20 10:37:23,0.332952,0.466666667,0.713468571,0.374571,0.466666667,0.802652143,0.049744219,0,0.083238,0.041619,faucet
7/25/20 10:38:35,7/25/20 10:39:31,1.914474,0.933333333,2.051222143,2.164188,0.933333333,2.318772857,0.142445767,2,0.166476,0.166476,toilet
7/25/20 10:57:43,7/25/20 10:57:59,0.208095,0.266666667,0.78035625,0.374571,0.266666667,1.40464125,0.055056762,0,0.083238,0.041619,faucet
7/25/20 10:58:39,7/25/20 10:59:7,1.997712,0.466666667,4.280811429,2.330664,0.466666667,4.99428,0.305835941,0,0.41619,0.332952,toilet
7/25/20 11:00:27,7/25/20 11:04:51,11.23713,4.4,2.553893182,13.026747,4.4,2.960624318,0.171446524,3,0.249714,0.166476,clothwasher
7/25/20 11:12:55,7/25/20 11:13:27,1.040475,0.533333333,1.950890625,1.415046,0.533333333,2.65321125,0.135661342,1,0.166476,0.124857,toilet
7/25/20 11:16:27,7/25/20 11:16:51,0.665904,0.4,1.66476,0.957237,0.4,2.3930925,0.117716309,1,0.166476,0.124857,toilet
7/25/20 11:17:47,7/25/20 11:18:3,0.374571,0.266666667,1.40464125,0.499428,0.266666667,1.872855,0.099798856,0,0.124857,0.124857,toilet
7/25/20 11:19:7,7/25/20 11:20:51,3.579234,1.733333333,2.064942692,3.953805,1.733333333,2.281041346,0.155295636,3,0.208095,0.208095,toilet
7/25/20 11:42:3,7/25/20 11:42:15,0.124857,0.2,0.624285,0.124857,0.2,0.624285,0.041619,0,0.041619,0.041619,faucet
7/25/20 12:27:3,7/25/20 12:27:19,0.166476,0.266666667,0.624285,0.208095,0.266666667,0.78035625,0.041619,0,0.041619,0.041619,faucet
7/25/20 13:02:35,7/25/20 13:03:31,1.872855,0.933333333,2.006630357,2.289045,0.933333333,2.452548214,0.141136896,3,0.166476,0.166476,toilet
7/25/20 14:54:15,7/25/20 14:54:39,0.582666,0.4,1.456665,0.790761,0.4,1.9769025,0.101945314,1,0.124857,0.124857,toilet
7/25/20 15:03:3,7/25/20 15:04:35,2.705235,1.533333333,1.764283696,3.620853,1.533333333,2.36142587,0.119304995,1,0.124857,0.124857,toilet
7/25/20 15:35:59,7/25/20 15:36:35,0.374571,0.6,0.624285,0.582666,0.6,0.97111,0.041619,0,0.041619,0.041619,faucet
7/25/20 15:48:23,7/25/20 15:58:15,18.353979,9.866666667,1.860200574,20.851119,9.866666667,2.113289088,0.124246219,0,0.124857,0.124857,shower
7/25/20 16:30:23,7/25/20 16:34:39,10.571226,4.266666667,2.477631094,12.111129,4.266666667,2.838545859,0.166638495,1,0.208095,0.166476,clothwasher
7/25/20 16:38:31,7/25/20 16:59:23,37.831671,20.93333333,1.80724543,39.205098,20.93333333,1.854961481,0.166260476,23,0.124857,0.124857,shower
7/25/20 16:38:35,7/25/20 16:38:35,0.041619,0.066666667,0.624285,0.124857,0.066666667,1.872855,0.166260476,14,0.041619,0.041619,faucet
7/25/20 16:40:51,7/25/20 16:41:43,1.498284,0.933333333,1.605304286,1.914474,0.933333333,2.051222143,0.166260476,14,0.124857,0.124857,toilet
7/25/20 16:42:15,7/25/20 16:46:39,7.533039,4.466666667,1.686501269,8.948085,4.466666667,1.966031866,0.166260476,14,0.208095,0.208095,hose
7/25/20 16:42:47,7/25/20 16:43:7,0.249714,0.4,0.624285,0.499428,0.4,1.24857,0.166260476,14,0.041619,0.041619,faucet
7/25/20 16:46:23,7/25/20 16:46:27,0.083238,0.133333333,0.624285,0.124857,0.133333333,0.9364275,0.166260476,14,0.041619,0.041619,faucet
7/25/20 16:47:35,7/25/20 16:47:47,0.332952,0.266666667,1.24857,0.457809,0.266666667,1.5607125,0.166260476,14,0.124857,0.124857,toilet
7/25/20 16:57:59,7/25/20 16:59:23,0.915618,1.466666667,0.624285,1.747998,1.466666667,0.624285,0.166260476,14,0.041619,0.041619,faucet
7/25/20 17:03:47,7/25/20 17:08:47,12.277605,5,2.455521,14.275317,5,2.8550634,0.165571799,4,0.208095,0.166476,clothwasher
7/25/20 18:16:11,7/25/20 18:17:35,3.870567,1.4,2.764690714,4.245138,1.4,3.032241429,0.19244435,4,0.249714,0.208095,toilet
7/25/20 18:18:11,7/25/20 18:19:3,1.789617,0.866666667,2.064942692,2.164188,0.866666667,2.49714,0.143709611,1,0.166476,0.166476,toilet
7/25/20 19:16:27,7/25/20 19:17:27,1.914474,1,1.914474,2.164188,1,2.164188,0.135074869,3,0.166476,0.166476,toilet
7/25/20 19:59:23,7/25/20 20:00:19,1.914474,0.933333333,2.051222143,2.122569,0.933333333,2.274181071,0.142445767,2,0.166476,0.166476,toilet
7/25/20 21:01:55,7/25/20 21:03:7,3.121425,1.2,2.6011875,3.620853,1.2,3.0173775,0.180615591,2,0.249714,0.208095,toilet
7/25/20 21:05:15,7/25/20 21:05:27,0.124857,0.2,0.624285,0.124857,0.2,0.624285,0.041619,0,0.041619,0.041619,faucet
7/25/20 22:05:43,7/25/20 22:10:47,6.201231,5.066666667,1.223927171,8.365419,5.066666667,1.651069539,0.081996602,1,0.083238,0.083238,shower
7/25/20 22:19:27,7/25/20 22:20:3,0.541047,0.6,0.901745,0.790761,0.6,1.317935,0.063574073,2,0.083238,0.041619,faucet
7/25/20 22:20:43,7/25/20 22:21:7,1.831236,0.4,4.57809,2.330664,0.4,5.82666,0.317870363,1,0.374571,0.374571,toilet
7/25/20 22:22:31,7/25/20 22:22:55,0.332952,0.4,0.83238,0.41619,0.4,1.040475,0.058858154,2,0.083238,0.041619,faucet
7/25/20 22:32:11,7/25/20 22:32:55,0.457809,0.733333333,0.624285,0.541047,0.733333333,0.737791364,0.041619,0,0.041619,0.041619,faucet
7/25/20 22:33:31,7/25/20 22:34:47,3.204663,1.266666667,2.529997105,3.620853,1.266666667,2.858568158,0.174758072,2,0.208095,0.208095,toilet
7/26/20 0:21:39,7/26/20 0:22:35,1.914474,0.933333333,2.051222143,2.164188,0.933333333,2.318772857,0.141574531,2,0.166476,0.166476,toilet
7/26/20 3:44:39,7/26/20 4:44:19,38.872146,59.66666667,0.65148848,69.878301,59.66666667,1.171144709,0.050887156,2,0.582666,0.041619,irrigation
7/26/20 4:59:43,7/26/20 7:20:47,2971.5966,141.0666667,21.06519329,3018.459594,141.0666667,21.39739788,1.470846235,16,2.247426,1.498284,irrigation
7/26/20 9:50:39,7/26/20 9:51:59,3.412758,1.333333333,2.5595685,3.953805,1.333333333,2.96535375,0.178039836,2,0.208095,0.208095,toilet
7/26/20 12:03:27,7/26/20 12:09:7,7.200087,5.666666667,1.270603588,9.405894,5.666666667,1.659863647,0.085293569,1,0.124857,0.083238,shower
7/26/20 12:25:7,7/26/20 12:25:43,0.374571,0.6,0.624285,0.499428,0.6,0.83238,0.041619,0,0.041619,0.041619,faucet
7/26/20 12:26:19,7/26/20 12:26:35,0.166476,0.266666667,0.624285,0.208095,0.266666667,0.78035625,0.041619,0,0.041619,0.041619,faucet
7/26/20 12:26:39,7/26/20 12:27:43,0.665904,1.066666667,0.624285,0.998856,1.066666667,0.9364275,0.041619,0,0.041619,0.041619,faucet
7/26/20 12:32:3,7/26/20 12:36:39,11.528463,4.6,2.506187609,13.401318,4.6,2.91333,0.168201186,2,0.208095,0.166476,clothwasher
7/26/20 12:44:43,7/26/20 12:45:15,1.082094,0.533333333,2.02892625,1.373427,0.533333333,2.575175625,0.142662744,1,0.166476,0.166476,toilet
7/26/20 12:45:23,7/26/20 12:46:19,1.872855,0.933333333,2.006630357,2.164188,0.933333333,2.318772857,0.141136896,3,0.166476,0.166476,toilet
7/26/20 12:47:11,7/26/20 12:47:35,1.872855,0.4,4.6821375,2.289045,0.4,5.7226125,0.326384254,1,0.41619,0.291333,toilet
7/26/20 12:48:15,7/26/20 12:48:43,0.749142,0.466666667,1.605304286,0.957237,0.466666667,2.051222143,0.117716309,2,0.166476,0.041619,faucet
7/26/20 12:49:35,7/26/20 12:49:51,0.249714,0.266666667,0.9364275,0.457809,0.266666667,1.71678375,0.065805417,1,0.083238,0.041619,faucet
7/26/20 13:00:11,7/26/20 13:01:3,0.541047,0.866666667,0.624285,0.83238,0.866666667,0.960438462,0.041619,0,0.041619,0.041619,faucet
7/26/20 13:41:39,7/26/20 13:42:7,2.122569,0.466666667,4.548362143,2.413902,0.466666667,5.172647143,0.318129743,1,0.41619,0.374571,toilet
7/26/20 13:56:39,7/26/20 14:03:3,21.725118,6.4,3.394549688,23.473116,6.4,3.667674375,0.227877486,5,0.249714,0.249714,hose
7/26/20 14:16:7,7/26/20 14:17:19,2.954949,1.2,2.4624575,3.412758,1.2,2.843965,0.170191802,3,0.208095,0.166476,toilet
7/26/20 14:52:47,7/26/20 14:53:15,0.291333,0.466666667,0.624285,0.457809,0.466666667,0.981019286,0.041619,0,0.041619,0.041619,faucet
7/26/20 14:57:7,7/26/20 14:57:39,0.374571,0.533333333,0.702320625,0.457809,0.533333333,0.858391875,0.048802603,0,0.083238,0.041619,faucet
7/26/20 14:57:59,7/26/20 14:58:15,0.166476,0.266666667,0.624285,0.166476,0.266666667,0.624285,0.041619,0,0.041619,0.041619,faucet
7/26/20 15:06:15,7/26/20 15:06:27,0.124857,0.2,0.624285,0.124857,0.2,0.624285,0.041619,0,0.041619,0.041619,faucet
7/26/20 16:11:15,7/26/20 16:25:3,33.128724,13.8,2.400632174,36.125292,13.8,2.617774783,0.165467656,1,0.208095,0.124857,shower
7/26/20 16:27:27,7/26/20 16:28:43,2.830092,1.266666667,2.234283158,3.412758,1.266666667,2.694282632,0.153364447,1,0.166476,0.166476,toilet
7/26/20 16:32:43,7/26/20 16:32:55,0.124857,0.2,0.624285,0.124857,0.2,0.624285,0.041619,0,0.041619,0.041619,faucet
7/26/20 16:58:3,7/26/20 16:59:15,2.788473,1.2,2.3237275,3.579234,1.2,2.982695,0.157872058,1,0.166476,0.166476,toilet
7/26/20 17:05:3,7/26/20 17:05:19,0.166476,0.266666667,0.624285,0.208095,0.266666667,0.78035625,0.041619,0,0.041619,0.041619,faucet
7/26/20 17:16:3,7/26/20 17:16:19,0.208095,0.266666667,0.78035625,0.249714,0.266666667,0.9364275,0.055056762,0,0.083238,0.041619,faucet
7/26/20 17:21:11,7/26/20 17:21:59,0.499428,0.8,0.624285,0.749142,0.8,0.9364275,0.041619,0,0.041619,0.041619,faucet
7/26/20 17:23:7,7/26/20 17:23:23,0.166476,0.266666667,0.624285,0.166476,0.266666667,0.624285,0.041619,0,0.041619,0.041619,faucet
7/26/20 17:25:35,7/26/20 17:26:3,0.291333,0.466666667,0.624285,0.41619,0.466666667,0.891835714,0.041619,0,0.041619,0.041619,faucet
7/26/20 17:30:11,7/26/20 17:30:55,0.457809,0.733333333,0.624285,0.707523,0.733333333,0.964804091,0.041619,0,0.041619,0.041619,faucet
7/26/20 17:38:27,7/26/20 17:38:51,0.249714,0.4,0.624285,0.332952,0.4,0.83238,0.041619,0,0.041619,0.041619,faucet
7/26/20 17:40:35,7/26/20 17:40:51,0.166476,0.266666667,0.624285,0.208095,0.266666667,0.78035625,0.041619,0,0.041619,0.041619,faucet
7/26/20 17:42:43,7/26/20 17:43:23,0.41619,0.666666667,0.624285,0.665904,0.666666667,0.998856,0.041619,0,0.041619,0.041619,faucet
7/26/20 17:46:11,7/26/20 17:46:47,0.41619,0.6,0.69365,0.665904,0.6,1.10984,0.048057482,0,0.083238,0.041619,faucet
7/26/20 17:46:51,7/26/20 17:47:3,0.124857,0.2,0.624285,0.124857,0.2,0.624285,0.041619,0,0.041619,0.041619,faucet
7/26/20 17:48:7,7/26/20 17:48:19,0.166476,0.2,0.83238,0.208095,0.2,1.040475,0.058858154,0,0.083238,0.041619,faucet
7/26/20 17:49:15,7/26/20 17:50:51,0.998856,1.6,0.624285,1.456665,1.6,0.910415625,0.041619,0,0.041619,0.041619,faucet
7/26/20 17:56:31,7/26/20 17:58:19,1.123713,1.8,0.624285,1.831236,1.8,1.017353333,0.041619,0,0.041619,0.041619,faucet
